,Unnamed: 0,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,sentiment_target
453,7151,The pop-up Apple store seems to be more from pop-up-IPAD2S.#SXSW,Apple,Negative emotion,0
454,7178,Obviously Apple has another day for daylight with the iPhone 4 alarm. I also have to remember to repair the clocks of my room.,iPhone,Negative emotion,0
455,7182,Why the Apple pop-up shop sucks at #SXSW: {link},Apple,Negative emotion,0
456,7187,"Ughhh ... Apple Store Austin in the domain rain from 3G iPads in the first 25 minutes, just before I entered #ipad2 #sxsw",Apple,Negative emotion,0
457,7194,"All LBS apps on my iPhone think, I'm in Orlando :))! I think I have 2 checking in at Disney vs #SxSw :))",iPad or iPhone App,Negative emotion,0
458,7199,Visited Preso on Living Simply #100Tc at #SXSWI #SXSW and felt a bit guilty of making notes a new #ipad,iPad,Negative emotion,0
459,7245,Apple ... & quot;The best fascist company in America & quot; Kara Swisher #SXSW,Apple,Negative emotion,0
460,7257,Is Twitter broken? Or is it my iPad. I can't follow the SXSW -Hash at the moment.,iPad,Negative emotion,0
461,7260,"Okay, fair enough for new technologies, but not at the expense of #SXSW ... it's so much better than a new iPad ... {link}",iPad,Negative emotion,0
462,7268,"On the way to headache for iPad design (2 tablets, in the morning) #sxsw {link}}",iPad,Negative emotion,0
463,7269,The design for iPad is like a design 101 class. If someone is given a lecture and assuming that we have not triggered our previous experience #SXSW,Other Apple product or service,Negative emotion,0
464,7279,I can also hear this iPad 2 nutter now.,iPad,Negative emotion,0
465,7288,"Apps direct pubs to concentrate SEZ KHOI Vinh.anstatt on reader -EXP, deliver the same content 3 ways.#Sxsw {link}",,Negative emotion,0
466,7293,How frustrating is it that Zeldman automates car cork for Zelda on the iPhone? #JzSXSW #SXSW,iPhone,Negative emotion,0
467,7302,Google Circles is (not) a real thing and will be started today at #SXSW {link},Other Google product or service,Negative emotion,0
468,7354,"""There is no other explanation for the continued survival of Apple than the existence of God"" ""#Guykawasaki #SXSW",Apple,Negative emotion,0
469,7365,"""There is a reason why Google is not social in a social way - they are too technical."" #SXSW #Ciments",Google,Negative emotion,0
470,7368,"Enough already .... ��@mention Google to start a new new social network called Circles, possibly today {link} #sxsw� ۝",,Negative emotion,0
471,7370,@Mination really disappointed from the iPad -app - Many error messages have to switch to Tweet Deck for the rest of #SXSW,iPad or iPhone App,Negative emotion,0
472,7385,Farmers prefer blackberries to iPhones and Android devices.,iPhone,Negative emotion,0
473,7387,"Terrible, oppressed memories of the apple that turns on the beach ball that comes back in the #Progressbar Talk. #SXSW",Apple,Negative emotion,0
474,7391,@Mmention does not agree to the iPhone. The battery life is a problem and it is not as omnipresent as it seems. #Project314 #SXSW,iPhone,Negative emotion,0
475,7397,#SXSW tried for 2 days with iPad with MacBook Pro.Das experiment is over. I love a real keyboard.,iPad,Negative emotion,0
476,7400,Google (tried again) to start a new social network called circles: {link} #SXSW @M been #310409H2011,,Negative emotion,0
477,7419,False alarm: Google Circles does not come now and probably never?- {Link} #google #circles #Social #SXSW,,Negative emotion,0
478,7426,"Ipad 2 turns into a huge camera, just looks stupid",iPad,Negative emotion,0
479,7441,Why is #groupme in Canada for iPhone users not available? #Sxsw - would like to check it.,iPad or iPhone App,Negative emotion,0
480,7486,"Or Droid RT @mmention was the spontaneity in life replaced by technology? When your iPhone battery dies, go home.toll? #Sxsw",iPhone,Negative emotion,0
481,7517,"If I will survive #SXSW, only 1.6 gigs will be left on my iPhone? We will see.",iPhone,Negative emotion,0
482,7526,Presumably every iPad apps wanted to design #sxsw,iPad or iPhone App,Negative emotion,0
483,7554,Steve Jobs does not position the iPhone as a device manufactured in China in which suicide rates are high.He sells dreams #kawasaki #thissidare #SXSW,iPhone,Negative emotion,0
484,7564,"""This Google/Bing Q & Amp; a panel is like the world's most expensive SEO advice."" -@mentioned #SXSW",Google,Negative emotion,0
485,7569,Google was unable to carry out disruptive innovations and acquired 89 Startups @MENION #LEANSTARTUP #SXSW in recent years,Google,Negative emotion,0
486,7571,My friend's iPhone changed an hour instead of forward. It is at & amp;T.Irdwelchche indications of how to fix it ?! #sxsw #iphone #help,iPhone,Negative emotion,0
487,7572,iPhone GPS is confused. I think I'm as good as #sxsw. {link} in yonkers.,iPhone,Negative emotion,0
488,7609,"#SXSW really does Google Circles for the world, FB will implement it at some point",Other Google product or service,Negative emotion,0
489,7645,Hey Marissa Mayer. Please tell us something new. Not about products that Google introduced months ago.#SXSW,Google,Negative emotion,0
490,7664,Does anyone have any problems with Google Mail and use Google Services? #SXSW.,Google,Negative emotion,0
491,7665,Does anyone have any problems synchronizing your schedule with the Android SXSW Go -app? #Sxsw,Android App,Negative emotion,0
492,7671,Any other who received an iPhone could not activate the cell data network.,iPhone,Negative emotion,0
493,7703,@Mmention should: if you have not received a iPad 1. Shouldn't: IPAD2 3G 64 GB + Cover + $ 100 = MacBook Air.#SXSW,iPad,Negative emotion,0
494,7706,�� The most classistic fascist company that exist « - Kara Swisher #SXSW #Aplle,Apple,Negative emotion,0
495,7744,Spend some time to reset my Android phone this morning. The first day of #SXSW was too much for it.,Android,Negative emotion,0
496,7746,I just saw how someone took a photo with an iPad 2 for the first time.,iPad,Negative emotion,0
497,7748,Every person I see with an iPad,iPad,Negative emotion,0
498,7763,What a disappointment !!! RT @MENTION New #uberSocial for #IPHON NOW in the App Store contains Uberguide for #SXSW sponsored by (Cont��__,iPad or iPhone App,Negative emotion,0
499,7764,Google can possibly start a social media service again -again ... #sxsw {link},Other Google product or service,Negative emotion,0
500,7778,Google has lost its way by taking too much for the business compared to the users - @MENTION #Psych #SXSW,Google,Negative emotion,0
501,7786,#SXSW: Create error @Mmention for iPhone (plus how to see your source code!) {Link},iPhone,Negative emotion,0
502,7788,#SXSW: Error Creating Netflix for iPhone (plus how to see your source code!) {Link} About @mmention,iPad or iPhone App,Negative emotion,0
503,7795,Opened yesterday. Lay for too long to wait to just look.,Apple,Negative emotion,0
504,7831,"Nevertheless, the #SXSW #ipad pop-up shop Fleicherfrei.",Apple,Negative emotion,0
505,7832,Massive #SXSW does not go out that #ipad2 @memention should have a half full of parked in front!,,Negative emotion,0
506,7836,I think #SXSW has taken it on to make it clear to me that a gene 1 iPhone will no longer cut it.,,Negative emotion,0
507,7914,My greatest frustration with #SXSW so far is that nobody looks where they glued to the iPhone.,iPhone,Negative emotion,0
508,7935,Is it just me or has the @Mmention client really fault for Android lately? #SXSW to blame?,Android,Negative emotion,0
509,7939,"Off to get my badge, then to find food and drink. Then find out why my iPhone @Mmention does not roam at #sxsw. Then unpack priorities",iPhone,Negative emotion,0
510,7965,Proof that the iPad 2 transforms it into a douchebag #sxsw {link},iPad,Negative emotion,0
511,7966,Look at the line for the Pop -up #SXSW Apple Store ... I can't imagine a single object that I want so much.,Apple,Negative emotion,0
512,7979,I still have to enter a conference room in which it doesn't look like an Apple display. You would think that there was nothing else.#Sxsw,Apple,Negative emotion,0
513,8015,"I tried to install @mmention on my iPhone, but it crashes every time I open it.#SXSW",iPad or iPhone App,Negative emotion,0
514,8024,"I just saw ""iPad design headache"". With #sxsw.knöpfe are a hack. #Tapworthy",iPad,Negative emotion,0
515,8031,"Not to hate on the iPad, but fleets of nerds that are armed with iPads that navigate through crowds",iPad,Negative emotion,0
516,8053,"So, #twitter for the iPhone: Anyway to remove/burn hashtags? Eg #sxsw? V v bored, already",iPhone,Negative emotion,0
517,8081,Deleting the #SXSW iPhone app! {Linking},iPad or iPhone App,Negative emotion,0
518,8087,@MENTION The Apple #SXSW #Popupstore is like a crack house for Mac -addict,Apple,Negative emotion,0
519,8091,Apple is the classic facist company in America.- Kara Swisher #SXSW,Apple,Negative emotion,0
520,8123,"Oh, no other way to speak on the Internet to start a large new social network called Circles today {Link} #SXSW",,Negative emotion,0
521,8129,@MENTION are journalists. They simply spent all their money on #SXSW passes. Who can afford Google TV?,Google,Negative emotion,0
522,8146,I just noticed that DST is coming this weekend. How many iPhone users will be at SXSW an hour later on Sunday morning?,iPhone,Negative emotion,0
523,8241,"Google Hotpot - ""Not as good as other services, but we will force you anyway.""#Sxsw",Other Google product or service,Negative emotion,0
524,8263,"Perfect attention to detail rt @mention Google has reproduced the code for PAC-Man for your doodle, including original errors.",Google,Negative emotion,0
525,8267,The iPhone battery goes quickly. Guy behind me let me borrow his portable charger. I want one!,iPhone,Negative emotion,0
526,8298,Wow you suck {link} ipad #sxsw Rebecca black #fab5,iPad,Negative emotion,0
527,8323,"We are so ungrateful that we have too much shit with which we can play, so they switch off something from your shit every now and then.#Sxsw",iPhone,Negative emotion,0
528,8343,Bad news update: The POPUP Apple Store no longer has iPads! I'm not sure if you will have more until tomorrow.#SXSW,,Negative emotion,0
529,8359,"Just because Google patented something, i.e.H. The age of the domain in the ranking algorithm) does not mean that you use it #QAGB #SXSW",,Negative emotion,0
530,8404,"If you have an iPad that has not yet upgraded to the latest iOS, Tweeteck is very unstable #11NTC #SXSW #SXSWI",iPad,Negative emotion,0
531,8409,"You have to wait for 4-5 weeks for an iPad 2, but not on the Popup #Aplexdt! Significations daily (via @MENTION #SXSW",iPad,Negative emotion,0
532,8445,Protip: Avoid the Apple Stores from Austin Apfel on Friday #SXSW,Apple,Negative emotion,0
533,8446,Aunt's Voxpop from popular #SXSW apps is worth a watch: {link} not many Android telephones.,Android,Negative emotion,0
534,8454,Do you not know 1 user RT @mmention that uses Google TV in this room? Nobody increases a hand in a packed room at #SocialViewing session at #SXSW,Other Google product or service,Negative emotion,0
535,8463,Dear #SXSW visitors ... Please look out of your damn iPhone if you walk through the halls.,iPhone,Negative emotion,0
536,8464,"This #SXSW I am grateful for: my bike, a back-up twitter app. Circles: Loss of an hour of ZZZS, iPhone battery life.",iPhone,Negative emotion,0
537,8466,"Dear #SXSW iPhone app: You suck again this year! (Sitby.us is great, but does not include any film meetings)",iPad or iPhone App,Negative emotion,0
538,8499,"If there was a popup business in Austin that sold nothing but iPhone Battery Extenders, this would make so much money.#SXSW",iPhone,Negative emotion,0
539,8577,Hmmm ... Taxi magic on the iPhone seems to be not so magical in Austin #Sxsw,iPad or iPhone App,Negative emotion,0
540,8603,Google Guy from #SXSW Talk explains how he did realistic Twitter bots as an experiment.,,Negative emotion,0
541,8611,I think my Effing husband stands in line for a #ipad 2.Can someone point out the line-up for woman number 2? #Sxswi #sxsw,iPad,Negative emotion,0
542,8638,"I am pretty sure that the discussion participant who thinks ""Apple drowned in her success"".",Apple,Negative emotion,0
543,8672,"Hey, does someone do #SXSW who registers for the GroupMe groups? I got it on my iPhone, but nobody else is there, so ... somehow useless.",,Negative emotion,0
544,8709,"According to Diller, Google TV & Quot could be transferred from the PlayStation and the Xbox, which are essentially ready today.& Quot; #sxsw #diller",Other Google product or service,Negative emotion,0
